orderID,orderDate,order_year,order_month,order_quarter,requiredDate,shippedDate,ship_delay_days,freight,productID,productName,quantityPerUnit,categoryID,categoryName,category_description,discontinued,unitPrice,quantity,discount,line_total,customerID,customer_company,customer_contact,customer_title,customer_city,customer_country,employeeID,employee_name,employee_title,employee_city,employee_country,reports_to,shipperID,shipper_name
10345,2013-11-04,2013,11,4,2013-12-02,2013-11-11,7.0,249.06,8,Northwoods Cranberry Sauce,12 - 12 oz jars,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",0,32.0,70,0.0,2240.0,QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,2,Andrew Fuller,Vice President Sales,New York,USA,,2,United Package
10345,2013-11-04,2013,11,4,2013-12-02,2013-11-11,7.0,249.06,19,Teatime Chocolate Biscuits,10 boxes x 12 pieces,3,Confections,"Desserts, candies, and sweet breads",0,7.3,80,0.0,584.0,QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,2,Andrew Fuller,Vice President Sales,New York,USA,,2,United Package
10345,2013-11-04,2013,11,4,2013-12-02,2013-11-11,7.0,249.06,42,Singaporean Hokkien Fried Mee,32 - 1 kg pkgs.,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",1,11.2,9,0.0,100.8,QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,2,Andrew Fuller,Vice President Sales,New York,USA,,2,United Package
10346,2013-11-05,2013,11,4,2013-12-17,2013-11-08,3.0,142.08,17,Alice Mutton,20 - 1 kg tins,6,Meat & Poultry,Prepared meats,1,31.2,36,0.1,1010.8800000000001,RATTC,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Albuquerque,USA,3,Janet Leverling,Sales Representative,New York,USA,8.0,3,Federal Shipping
10346,2013-11-05,2013,11,4,2013-12-17,2013-11-08,3.0,142.08,56,Gnocchi di nonna Alice,24 - 250 g pkgs.,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",0,30.4,20,0.0,608.0,RATTC,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Albuquerque,USA,3,Janet Leverling,Sales Representative,New York,USA,8.0,3,Federal Shipping
10347,2013-11-06,2013,11,4,2013-12-04,2013-11-08,2.0,3.1,25,NuNuCa Nuß-Nougat-Creme,20 - 450 g glasses,3,Confections,"Desserts, candies, and sweet breads",0,11.2,10,0.0,112.0,FAMIA,Familia Arquibaldo,Aria Cruz,Marketing Assistant,Sao Paulo,Brazil,4,Margaret Peacock,Sales Representative,New York,USA,8.0,3,Federal Shipping
10347,2013-11-06,2013,11,4,2013-12-04,2013-11-08,2.0,3.1,39,Chartreuse verte,750 cc per bottle,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",0,14.4,50,0.15,612.0,FAMIA,Familia Arquibaldo,Aria Cruz,Marketing Assistant,Sao Paulo,Brazil,4,Margaret Peacock,Sales Representative,New York,USA,8.0,3,Federal Shipping
10347,2013-11-06,2013,11,4,2013-12-04,2013-11-08,2.0,3.1,40,Boston Crab Meat,24 - 4 oz tins,8,Seafood,Seaweed and fish,0,14.7,4,0.0,58.8,FAMIA,Familia Arquibaldo,Aria Cruz,Marketing Assistant,Sao Paulo,Brazil,4,Margaret Peacock,Sales Representative,New York,USA,8.0,3,Federal Shipping
10347,2013-11-06,2013,11,4,2013-12-04,2013-11-08,2.0,3.1,75,Rhönbräu Klosterbier,24 - 0.5 l bottles,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",0,6.2,6,0.15,31.62,FAMIA,Familia Arquibaldo,Aria Cruz,Marketing Assistant,Sao Paulo,Brazil,4,Margaret Peacock,Sales Representative,New York,USA,8.0,3,Federal Shipping
10348,2013-11-07,2013,11,4,2013-12-05,2013-11-15,8.0,0.78,1,Chai,10 boxes x 20 bags,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",0,14.4,15,0.15,183.6,WANDK,Die Wandernde Kuh,Rita Müller,Sales Representative,Stuttgart,Germany,4,Margaret Peacock,Sales Representative,New York,USA,8.0,2,United Package
10348,2013-11-07,2013,11,4,2013-12-05,2013-11-15,8.0,0.78,23,Tunnbröd,12 - 250 g pkgs.,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",0,7.2,25,0.0,180.0,WANDK,Die Wandernde Kuh,Rita Müller,Sales Representative,Stuttgart,Germany,4,Margaret Peacock,Sales Representative,New York,USA,8.0,2,United Package
10349,2013-11-08,2013,11,4,2013-12-06,2013-11-15,7.0,8.63,54,Tourtière,16 pies,6,Meat & Poultry,Prepared meats,0,5.9,24,0.0,141.60000000000002,SPLIR,Split Rail Beer & Ale,Art Braunschweiger,Sales Manager,Lander,USA,7,Robert King,Sales Representative,London,UK,5.0,1,Speedy Express
10350,2013-11-11,2013,11,4,2013-12-09,2013-12-03,22.0,64.19,50,Valkoinen suklaa,12 - 100 g bars,3,Confections,"Desserts, candies, and sweet breads",0,13.0,15,0.1,175.5,LAMAI,La maison d'Asie,Annette Roulet,Sales Manager,Toulouse,France,6,Michael Suyama,Sales Representative,London,UK,5.0,2,United Package
10350,2013-11-11,2013,11,4,2013-12-09,2013-12-03,22.0,64.19,69,Gudbrandsdalsost,10 kg pkg.,4,Dairy Products,Cheeses,0,28.8,18,0.1,466.56,LAMAI,La maison d'Asie,Annette Roulet,Sales Manager,Toulouse,France,6,Michael Suyama,Sales Representative,London,UK,5.0,2,United Package
10351,2013-11-11,2013,11,4,2013-12-09,2013-11-20,9.0,162.33,38,Côte de Blaye,12 - 75 cl bottles,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",0,210.8,20,0.05,4005.2,ERNSH,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,1,Nancy Davolio,Sales Representative,New York,USA,8.0,1,Speedy Express
10351,2013-11-11,2013,11,4,2013-12-09,2013-11-20,9.0,162.33,41,Jack's New England Clam Chowder,12 - 12 oz cans,8,Seafood,Seaweed and fish,0,7.7,13,0.0,100.10000000000001,ERNSH,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,1,Nancy Davolio,Sales Representative,New York,USA,8.0,1,Speedy Express
10351,2013-11-11,2013,11,4,2013-12-09,2013-11-20,9.0,162.33,44,Gula Malacca,20 - 2 kg bags,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",0,15.5,77,0.05,1133.825,ERNSH,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,1,Nancy Davolio,Sales Representative,New York,USA,8.0,1,Speedy Express
10351,2013-11-11,2013,11,4,2013-12-09,2013-11-20,9.0,162.33,65,Louisiana Fiery Hot Pepper Sauce,32 - 8 oz bottles,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",0,16.8,10,0.05,159.6,ERNSH,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,1,Nancy Davolio,Sales Representative,New York,USA,8.0,1,Speedy Express
10352,2013-11-12,2013,11,4,2013-11-26,2013-11-18,6.0,1.3,24,Guarana Fantastica,12 - 355 ml cans,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",1,3.6,10,0.0,36.0,FURIB,Furia Bacalhau e Frutos do Mar,Lino Rodriguez,Sales Manager,Lisboa,Portugal,3,Janet Leverling,Sales Representative,New York,USA,8.0,3,Federal Shipping
10352,2013-11-12,2013,11,4,2013-11-26,2013-11-18,6.0,1.3,54,Tourtière,16 pies,6,Meat & Poultry,Prepared meats,0,5.9,20,0.15,100.3,FURIB,Furia Bacalhau e Frutos do Mar,Lino Rodriguez,Sales Manager,Lisboa,Portugal,3,Janet Leverling,Sales Representative,New York,USA,8.0,3,Federal Shipping
10353,2013-11-13,2013,11,4,2013-12-11,2013-11-25,12.0,360.63,11,Queso Cabrales,1 kg pkg.,4,Dairy Products,Cheeses,0,16.8,12,0.2,161.28000000000003,PICCO,Piccolo und mehr,Georg Pipps,Sales Manager,Salzburg,Austria,7,Robert King,Sales Representative,London,UK,5.0,3,Federal Shipping
10353,2013-11-13,2013,11,4,2013-12-11,2013-11-25,12.0,360.63,38,Côte de Blaye,12 - 75 cl bottles,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",0,210.8,50,0.2,8432.0,PICCO,Piccolo und mehr,Georg Pipps,Sales Manager,Salzburg,Austria,7,Robert King,Sales Representative,London,UK,5.0,3,Federal Shipping
10354,2013-11-14,2013,11,4,2013-12-12,2013-11-20,6.0,53.8,1,Chai,10 boxes x 20 bags,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",0,14.4,12,0.0,172.8,PERIC,Pericles Comidas clásicas,Guillermo Fernández,Sales Representative,Mexico City,Mexico,8,Laura Callahan,Sales Manager,New York,USA,2.0,3,Federal Shipping
10354,2013-11-14,2013,11,4,2013-12-12,2013-11-20,6.0,53.8,29,Thüringer Rostbratwurst,50 bags x 30 sausgs.,6,Meat & Poultry,Prepared meats,1,99.0,4,0.0,396.0,PERIC,Pericles Comidas clásicas,Guillermo Fernández,Sales Representative,Mexico City,Mexico,8,Laura Callahan,Sales Manager,New York,USA,2.0,3,Federal Shipping
10355,2013-11-15,2013,11,4,2013-12-13,2013-11-20,5.0,41.95,24,Guarana Fantastica,12 - 355 ml cans,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",1,3.6,25,0.0,90.0,AROUT,Around the Horn,Thomas Hardy,Sales Representative,London,UK,6,Michael Suyama,Sales Representative,London,UK,5.0,1,Speedy Express
10355,2013-11-15,2013,11,4,2013-12-13,2013-11-20,5.0,41.95,57,Ravioli Angelo,24 - 250 g pkgs.,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",0,15.6,25,0.0,390.0,AROUT,Around the Horn,Thomas Hardy,Sales Representative,London,UK,6,Michael Suyama,Sales Representative,London,UK,5.0,1,Speedy Express
10356,2013-11-18,2013,11,4,2013-12-16,2013-11-27,9.0,36.71,31,Gorgonzola Telino,12 - 100 g pkgs,4,Dairy Products,Cheeses,0,10.0,30,0.0,300.0,WANDK,Die Wandernde Kuh,Rita Müller,Sales Representative,Stuttgart,Germany,6,Michael Suyama,Sales Representative,London,UK,5.0,2,United Package
10356,2013-11-18,2013,11,4,2013-12-16,2013-11-27,9.0,36.71,55,Pâté chinois,24 boxes x 2 pies,6,Meat & Poultry,Prepared meats,0,19.2,12,0.0,230.39999999999998,WANDK,Die Wandernde Kuh,Rita Müller,Sales Representative,Stuttgart,Germany,6,Michael Suyama,Sales Representative,London,UK,5.0,2,United Package
10356,2013-11-18,2013,11,4,2013-12-16,2013-11-27,9.0,36.71,69,Gudbrandsdalsost,10 kg pkg.,4,Dairy Products,Cheeses,0,28.8,20,0.0,576.0,WANDK,Die Wandernde Kuh,Rita Müller,Sales Representative,Stuttgart,Germany,6,Michael Suyama,Sales Representative,London,UK,5.0,2,United Package
10357,2013-11-19,2013,11,4,2013-12-17,2013-12-02,13.0,34.88,10,Ikura,12 - 200 ml jars,8,Seafood,Seaweed and fish,0,24.8,30,0.2,595.2,LILAS,LILA-Supermercado,Carlos González,Accounting Manager,Barquisimeto,Venezuela,1,Nancy Davolio,Sales Representative,New York,USA,8.0,3,Federal Shipping
10357,2013-11-19,2013,11,4,2013-12-17,2013-12-02,13.0,34.88,26,Gumbär Gummibärchen,100 - 250 g bags,3,Confections,"Desserts, candies, and sweet breads",0,24.9,16,0.0,398.4,LILAS,LILA-Supermercado,Carlos González,Accounting Manager,Barquisimeto,Venezuela,1,Nancy Davolio,Sales Representative,New York,USA,8.0,3,Federal Shipping
10357,2013-11-19,2013,11,4,2013-12-17,2013-12-02,13.0,34.88,60,Camembert Pierrot,15 - 300 g rounds,4,Dairy Products,Cheeses,0,27.2,8,0.2,174.08,LILAS,LILA-Supermercado,Carlos González,Accounting Manager,Barquisimeto,Venezuela,1,Nancy Davolio,Sales Representative,New York,USA,8.0,3,Federal Shipping
10358,2013-11-20,2013,11,4,2013-12-18,2013-11-27,7.0,19.64,24,Guarana Fantastica,12 - 355 ml cans,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",1,3.6,10,0.05,34.199999999999996,LAMAI,La maison d'Asie,Annette Roulet,Sales Manager,Toulouse,France,5,Steven Buchanan,Sales Manager,London,UK,2.0,1,Speedy Express
10358,2013-11-20,2013,11,4,2013-12-18,2013-11-27,7.0,19.64,34,Sasquatch Ale,24 - 12 oz bottles,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",0,11.2,10,0.05,106.39999999999999,LAMAI,La maison d'Asie,Annette Roulet,Sales Manager,Toulouse,France,5,Steven Buchanan,Sales Manager,London,UK,2.0,1,Speedy Express
10358,2013-11-20,2013,11,4,2013-12-18,2013-11-27,7.0,19.64,36,Inlagd Sill,24 - 250 g  jars,8,Seafood,Seaweed and fish,0,15.2,20,0.05,288.8,LAMAI,La maison d'Asie,Annette Roulet,Sales Manager,Toulouse,France,5,Steven Buchanan,Sales Manager,London,UK,2.0,1,Speedy Express
10359,2013-11-21,2013,11,4,2013-12-19,2013-11-26,5.0,288.43,16,Pavlova,32 - 500 g boxes,3,Confections,"Desserts, candies, and sweet breads",0,13.9,56,0.05,739.4799999999999,SEVES,Seven Seas Imports,Hari Kumar,Sales Manager,London,UK,5,Steven Buchanan,Sales Manager,London,UK,2.0,3,Federal Shipping
10359,2013-11-21,2013,11,4,2013-12-19,2013-11-26,5.0,288.43,31,Gorgonzola Telino,12 - 100 g pkgs,4,Dairy Products,Cheeses,0,10.0,70,0.05,665.0,SEVES,Seven Seas Imports,Hari Kumar,Sales Manager,London,UK,5,Steven Buchanan,Sales Manager,London,UK,2.0,3,Federal Shipping
10359,2013-11-21,2013,11,4,2013-12-19,2013-11-26,5.0,288.43,60,Camembert Pierrot,15 - 300 g rounds,4,Dairy Products,Cheeses,0,27.2,80,0.05,2067.2,SEVES,Seven Seas Imports,Hari Kumar,Sales Manager,London,UK,5,Steven Buchanan,Sales Manager,London,UK,2.0,3,Federal Shipping
10360,2013-11-22,2013,11,4,2013-12-20,2013-12-02,10.0,131.7,28,Rössle Sauerkraut,25 - 825 g cans,7,Produce,Dried fruit and bean curd,1,36.4,30,0.0,1092.0,BLONP,Blondesddsl père et fils,Frédérique Citeaux,Marketing Manager,Strasbourg,France,4,Margaret Peacock,Sales Representative,New York,USA,8.0,3,Federal Shipping
10360,2013-11-22,2013,11,4,2013-12-20,2013-12-02,10.0,131.7,29,Thüringer Rostbratwurst,50 bags x 30 sausgs.,6,Meat & Poultry,Prepared meats,1,99.0,35,0.0,3465.0,BLONP,Blondesddsl père et fils,Frédérique Citeaux,Marketing Manager,Strasbourg,France,4,Margaret Peacock,Sales Representative,New York,USA,8.0,3,Federal Shipping
10360,2013-11-22,2013,11,4,2013-12-20,2013-12-02,10.0,131.7,38,Côte de Blaye,12 - 75 cl bottles,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",0,210.8,10,0.0,2108.0,BLONP,Blondesddsl père et fils,Frédérique Citeaux,Marketing Manager,Strasbourg,France,4,Margaret Peacock,Sales Representative,New York,USA,8.0,3,Federal Shipping
10360,2013-11-22,2013,11,4,2013-12-20,2013-12-02,10.0,131.7,49,Maxilaku,24 - 50 g pkgs.,3,Confections,"Desserts, candies, and sweet breads",0,16.0,35,0.0,560.0,BLONP,Blondesddsl père et fils,Frédérique Citeaux,Marketing Manager,Strasbourg,France,4,Margaret Peacock,Sales Representative,New York,USA,8.0,3,Federal Shipping
10360,2013-11-22,2013,11,4,2013-12-20,2013-12-02,10.0,131.7,54,Tourtière,16 pies,6,Meat & Poultry,Prepared meats,0,5.9,28,0.0,165.20000000000002,BLONP,Blondesddsl père et fils,Frédérique Citeaux,Marketing Manager,Strasbourg,France,4,Margaret Peacock,Sales Representative,New York,USA,8.0,3,Federal Shipping
10361,2013-11-22,2013,11,4,2013-12-20,2013-12-03,11.0,183.17,39,Chartreuse verte,750 cc per bottle,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",0,14.4,54,0.1,699.84,QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,1,Nancy Davolio,Sales Representative,New York,USA,8.0,2,United Package
10361,2013-11-22,2013,11,4,2013-12-20,2013-12-03,11.0,183.17,60,Camembert Pierrot,15 - 300 g rounds,4,Dairy Products,Cheeses,0,27.2,55,0.1,1346.4,QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,1,Nancy Davolio,Sales Representative,New York,USA,8.0,2,United Package
10362,2013-11-25,2013,11,4,2013-12-23,2013-11-28,3.0,96.04,25,NuNuCa Nuß-Nougat-Creme,20 - 450 g glasses,3,Confections,"Desserts, candies, and sweet breads",0,11.2,50,0.0,560.0,BONAP,Bon app',Laurence Lebihan,Owner,Marseille,France,3,Janet Leverling,Sales Representative,New York,USA,8.0,1,Speedy Express
10362,2013-11-25,2013,11,4,2013-12-23,2013-11-28,3.0,96.04,51,Manjimup Dried Apples,50 - 300 g pkgs.,7,Produce,Dried fruit and bean curd,0,42.4,20,0.0,848.0,BONAP,Bon app',Laurence Lebihan,Owner,Marseille,France,3,Janet Leverling,Sales Representative,New York,USA,8.0,1,Speedy Express
10362,2013-11-25,2013,11,4,2013-12-23,2013-11-28,3.0,96.04,54,Tourtière,16 pies,6,Meat & Poultry,Prepared meats,0,5.9,24,0.0,141.60000000000002,BONAP,Bon app',Laurence Lebihan,Owner,Marseille,France,3,Janet Leverling,Sales Representative,New York,USA,8.0,1,Speedy Express
10363,2013-11-26,2013,11,4,2013-12-24,2013-12-04,8.0,30.54,31,Gorgonzola Telino,12 - 100 g pkgs,4,Dairy Products,Cheeses,0,10.0,20,0.0,200.0,DRACD,Drachenblut Delikatessen,Sven Ottlieb,Order Administrator,Aachen,Germany,4,Margaret Peacock,Sales Representative,New York,USA,8.0,3,Federal Shipping
10363,2013-11-26,2013,11,4,2013-12-24,2013-12-04,8.0,30.54,75,Rhönbräu Klosterbier,24 - 0.5 l bottles,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",0,6.2,12,0.0,74.4,DRACD,Drachenblut Delikatessen,Sven Ottlieb,Order Administrator,Aachen,Germany,4,Margaret Peacock,Sales Representative,New York,USA,8.0,3,Federal Shipping
10363,2013-11-26,2013,11,4,2013-12-24,2013-12-04,8.0,30.54,76,Lakkaliköri,500 ml,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",0,14.4,12,0.0,172.8,DRACD,Drachenblut Delikatessen,Sven Ottlieb,Order Administrator,Aachen,Germany,4,Margaret Peacock,Sales Representative,New York,USA,8.0,3,Federal Shipping
10364,2013-11-26,2013,11,4,2014-01-07,2013-12-04,8.0,71.97,69,Gudbrandsdalsost,10 kg pkg.,4,Dairy Products,Cheeses,0,28.8,30,0.0,864.0,EASTC,Eastern Connection,Ann Devon,Sales Agent,London,UK,1,Nancy Davolio,Sales Representative,New York,USA,8.0,1,Speedy Express
10364,2013-11-26,2013,11,4,2014-01-07,2013-12-04,8.0,71.97,71,Flotemysost,10 - 500 g pkgs.,4,Dairy Products,Cheeses,0,17.2,5,0.0,86.0,EASTC,Eastern Connection,Ann Devon,Sales Agent,London,UK,1,Nancy Davolio,Sales Representative,New York,USA,8.0,1,Speedy Express
10365,2013-11-27,2013,11,4,2013-12-25,2013-12-02,5.0,22.0,11,Queso Cabrales,1 kg pkg.,4,Dairy Products,Cheeses,0,16.8,24,0.0,403.20000000000005,ANTON,Antonio Moreno Taquería,Antonio Moreno,Owner,Mexico City,Mexico,3,Janet Leverling,Sales Representative,New York,USA,8.0,2,United Package
10366,2013-11-28,2013,11,4,2014-01-09,2013-12-30,32.0,10.14,65,Louisiana Fiery Hot Pepper Sauce,32 - 8 oz bottles,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",0,16.8,5,0.0,84.0,GALED,Galería del gastrónomo,Eduardo Saavedra,Marketing Manager,Barcelona,Spain,8,Laura Callahan,Sales Manager,New York,USA,2.0,2,United Package
10366,2013-11-28,2013,11,4,2014-01-09,2013-12-30,32.0,10.14,77,Original Frankfurter Grüne Soße,12 boxes,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",0,10.4,5,0.0,52.0,GALED,Galería del gastrónomo,Eduardo Saavedra,Marketing Manager,Barcelona,Spain,8,Laura Callahan,Sales Manager,New York,USA,2.0,2,United Package
10367,2013-11-28,2013,11,4,2013-12-26,2013-12-02,4.0,13.55,34,Sasquatch Ale,24 - 12 oz bottles,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",0,11.2,36,0.0,403.2,VAFFE,Vaffeljernet,Palle Ibsen,Sales Manager,Århus,Denmark,7,Robert King,Sales Representative,London,UK,5.0,3,Federal Shipping
10367,2013-11-28,2013,11,4,2013-12-26,2013-12-02,4.0,13.55,54,Tourtière,16 pies,6,Meat & Poultry,Prepared meats,0,5.9,18,0.0,106.2,VAFFE,Vaffeljernet,Palle Ibsen,Sales Manager,Århus,Denmark,7,Robert King,Sales Representative,London,UK,5.0,3,Federal Shipping
10367,2013-11-28,2013,11,4,2013-12-26,2013-12-02,4.0,13.55,65,Louisiana Fiery Hot Pepper Sauce,32 - 8 oz bottles,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",0,16.8,15,0.0,252.0,VAFFE,Vaffeljernet,Palle Ibsen,Sales Manager,Århus,Denmark,7,Robert King,Sales Representative,London,UK,5.0,3,Federal Shipping
10367,2013-11-28,2013,11,4,2013-12-26,2013-12-02,4.0,13.55,77,Original Frankfurter Grüne Soße,12 boxes,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",0,10.4,7,0.0,72.8,VAFFE,Vaffeljernet,Palle Ibsen,Sales Manager,Århus,Denmark,7,Robert King,Sales Representative,London,UK,5.0,3,Federal Shipping
10368,2013-11-29,2013,11,4,2013-12-27,2013-12-02,3.0,101.95,21,Sir Rodney's Scones,24 pkgs. x 4 pieces,3,Confections,"Desserts, candies, and sweet breads",0,8.0,5,0.1,36.0,ERNSH,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,2,Andrew Fuller,Vice President Sales,New York,USA,,2,United Package
10368,2013-11-29,2013,11,4,2013-12-27,2013-12-02,3.0,101.95,28,Rössle Sauerkraut,25 - 825 g cans,7,Produce,Dried fruit and bean curd,1,36.4,13,0.1,425.88,ERNSH,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,2,Andrew Fuller,Vice President Sales,New York,USA,,2,United Package
10368,2013-11-29,2013,11,4,2013-12-27,2013-12-02,3.0,101.95,57,Ravioli Angelo,24 - 250 g pkgs.,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",0,15.6,25,0.0,390.0,ERNSH,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,2,Andrew Fuller,Vice President Sales,New York,USA,,2,United Package
10368,2013-11-29,2013,11,4,2013-12-27,2013-12-02,3.0,101.95,64,Wimmers gute Semmelknödel,20 bags x 4 pieces,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",0,26.6,35,0.1,837.9,ERNSH,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,2,Andrew Fuller,Vice President Sales,New York,USA,,2,United Package
10369,2013-12-02,2013,12,4,2013-12-30,2013-12-09,7.0,195.68,29,Thüringer Rostbratwurst,50 bags x 30 sausgs.,6,Meat & Poultry,Prepared meats,1,99.0,20,0.0,1980.0,SPLIR,Split Rail Beer & Ale,Art Braunschweiger,Sales Manager,Lander,USA,8,Laura Callahan,Sales Manager,New York,USA,2.0,2,United Package
10369,2013-12-02,2013,12,4,2013-12-30,2013-12-09,7.0,195.68,56,Gnocchi di nonna Alice,24 - 250 g pkgs.,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",0,30.4,18,0.25,410.4,SPLIR,Split Rail Beer & Ale,Art Braunschweiger,Sales Manager,Lander,USA,8,Laura Callahan,Sales Manager,New York,USA,2.0,2,United Package
10370,2013-12-03,2013,12,4,2013-12-31,2013-12-27,24.0,1.17,1,Chai,10 boxes x 20 bags,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",0,14.4,15,0.15,183.6,CHOPS,Chop-suey Chinese,Yang Wang,Owner,Bern,Switzerland,6,Michael Suyama,Sales Representative,London,UK,5.0,2,United Package
10370,2013-12-03,2013,12,4,2013-12-31,2013-12-27,24.0,1.17,64,Wimmers gute Semmelknödel,20 bags x 4 pieces,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",0,26.6,30,0.0,798.0,CHOPS,Chop-suey Chinese,Yang Wang,Owner,Bern,Switzerland,6,Michael Suyama,Sales Representative,London,UK,5.0,2,United Package
10370,2013-12-03,2013,12,4,2013-12-31,2013-12-27,24.0,1.17,74,Longlife Tofu,5 kg pkg.,7,Produce,Dried fruit and bean curd,0,8.0,20,0.15,136.0,CHOPS,Chop-suey Chinese,Yang Wang,Owner,Bern,Switzerland,6,Michael Suyama,Sales Representative,London,UK,5.0,2,United Package
10371,2013-12-03,2013,12,4,2013-12-31,2013-12-24,21.0,0.45,36,Inlagd Sill,24 - 250 g  jars,8,Seafood,Seaweed and fish,0,15.2,6,0.2,72.96,LAMAI,La maison d'Asie,Annette Roulet,Sales Manager,Toulouse,France,1,Nancy Davolio,Sales Representative,New York,USA,8.0,1,Speedy Express
10372,2013-12-04,2013,12,4,2014-01-01,2013-12-09,5.0,890.78,20,Sir Rodney's Marmalade,30 gift boxes,3,Confections,"Desserts, candies, and sweet breads",0,64.8,12,0.25,583.1999999999999,QUEEN,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,Sao Paulo,Brazil,5,Steven Buchanan,Sales Manager,London,UK,2.0,2,United Package
10372,2013-12-04,2013,12,4,2014-01-01,2013-12-09,5.0,890.78,38,Côte de Blaye,12 - 75 cl bottles,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",0,210.8,40,0.25,6324.0,QUEEN,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,Sao Paulo,Brazil,5,Steven Buchanan,Sales Manager,London,UK,2.0,2,United Package
10372,2013-12-04,2013,12,4,2014-01-01,2013-12-09,5.0,890.78,60,Camembert Pierrot,15 - 300 g rounds,4,Dairy Products,Cheeses,0,27.2,70,0.25,1428.0,QUEEN,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,Sao Paulo,Brazil,5,Steven Buchanan,Sales Manager,London,UK,2.0,2,United Package
10372,2013-12-04,2013,12,4,2014-01-01,2013-12-09,5.0,890.78,72,Mozzarella di Giovanni,24 - 200 g pkgs.,4,Dairy Products,Cheeses,0,27.8,42,0.25,875.7,QUEEN,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,Sao Paulo,Brazil,5,Steven Buchanan,Sales Manager,London,UK,2.0,2,United Package
10373,2013-12-05,2013,12,4,2014-01-02,2013-12-11,6.0,124.12,58,Escargots de Bourgogne,24 pieces,8,Seafood,Seaweed and fish,0,10.6,80,0.2,678.4000000000001,HUNGO,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,Cork,Ireland,4,Margaret Peacock,Sales Representative,New York,USA,8.0,3,Federal Shipping
10373,2013-12-05,2013,12,4,2014-01-02,2013-12-11,6.0,124.12,71,Flotemysost,10 - 500 g pkgs.,4,Dairy Products,Cheeses,0,17.2,50,0.2,688.0,HUNGO,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,Cork,Ireland,4,Margaret Peacock,Sales Representative,New York,USA,8.0,3,Federal Shipping
10374,2013-12-05,2013,12,4,2014-01-02,2013-12-09,4.0,3.94,31,Gorgonzola Telino,12 - 100 g pkgs,4,Dairy Products,Cheeses,0,10.0,30,0.0,300.0,WOLZA,Wolski  Zajazd,Zbyszek Piestrzeniewicz,Owner,Warszawa,Poland,1,Nancy Davolio,Sales Representative,New York,USA,8.0,3,Federal Shipping
