orderID,productID,unitPrice,quantity,discount,productName,quantityPerUnit,categoryID,discontinued,categoryName,category_description,customerID,employeeID,orderDate,requiredDate,shippedDate,shipperID,freight,customer_company,customer_contact,customer_title,customer_city,customer_country,employee_name,employee_title,employee_city,employee_country,reports_to,shipper_name,line_total,order_year,order_month,order_quarter,ship_delay_days,is_shipped
10394,13,4.8,10,0.0,Konbu,2 kg box,8,False,Seafood,Seaweed and fish,HUNGC,1,2013-12-25,2014-01-22,2014-01-03,3,30.34,Hungry Coyote Import Store,Yoshi Latimer,Sales Representative,Elgin,USA,Nancy Davolio,Sales Representative,New York,USA,8,Federal Shipping,48.0,2013,12,4,9.0,True
10394,62,39.4,10,0.0,Tarte au sucre,48 pies,3,False,Confections,"Desserts, candies, and sweet breads",HUNGC,1,2013-12-25,2014-01-22,2014-01-03,3,30.34,Hungry Coyote Import Store,Yoshi Latimer,Sales Representative,Elgin,USA,Nancy Davolio,Sales Representative,New York,USA,8,Federal Shipping,394.0,2013,12,4,9.0,True
10395,46,9.6,28,0.1,Spegesild,4 - 450 g glasses,8,False,Seafood,Seaweed and fish,HILAA,6,2013-12-26,2014-01-23,2014-01-03,1,184.41,HILARION-Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,Michael Suyama,Sales Representative,London,UK,5,Speedy Express,241.92,2013,12,4,8.0,True
10395,53,26.2,70,0.1,Perth Pasties,48 pieces,6,True,Meat & Poultry,Prepared meats,HILAA,6,2013-12-26,2014-01-23,2014-01-03,1,184.41,HILARION-Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,Michael Suyama,Sales Representative,London,UK,5,Speedy Express,1650.6,2013,12,4,8.0,True
10395,69,28.8,8,0.0,Gudbrandsdalsost,10 kg pkg.,4,False,Dairy Products,Cheeses,HILAA,6,2013-12-26,2014-01-23,2014-01-03,1,184.41,HILARION-Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,Michael Suyama,Sales Representative,London,UK,5,Speedy Express,230.4,2013,12,4,8.0,True
10396,23,7.2,40,0.0,Tunnbröd,12 - 250 g pkgs.,5,False,Grains & Cereals,"Breads, crackers, pasta, and cereal",FRANK,1,2013-12-27,2014-01-10,2014-01-06,3,135.35,Frankenversand,Peter Franken,Marketing Manager,München,Germany,Nancy Davolio,Sales Representative,New York,USA,8,Federal Shipping,288.0,2013,12,4,10.0,True
10396,71,17.2,60,0.0,Flotemysost,10 - 500 g pkgs.,4,False,Dairy Products,Cheeses,FRANK,1,2013-12-27,2014-01-10,2014-01-06,3,135.35,Frankenversand,Peter Franken,Marketing Manager,München,Germany,Nancy Davolio,Sales Representative,New York,USA,8,Federal Shipping,1032.0,2013,12,4,10.0,True
10396,72,27.8,21,0.0,Mozzarella di Giovanni,24 - 200 g pkgs.,4,False,Dairy Products,Cheeses,FRANK,1,2013-12-27,2014-01-10,2014-01-06,3,135.35,Frankenversand,Peter Franken,Marketing Manager,München,Germany,Nancy Davolio,Sales Representative,New York,USA,8,Federal Shipping,583.8,2013,12,4,10.0,True
10397,21,8.0,10,0.15,Sir Rodney's Scones,24 pkgs. x 4 pieces,3,False,Confections,"Desserts, candies, and sweet breads",PRINI,5,2013-12-27,2014-01-24,2014-01-02,1,60.26,Princesa Isabel Vinhos,Isabel de Castro,Sales Representative,Lisboa,Portugal,Steven Buchanan,Sales Manager,London,UK,2,Speedy Express,68.0,2013,12,4,6.0,True
10397,51,42.4,18,0.15,Manjimup Dried Apples,50 - 300 g pkgs.,7,False,Produce,Dried fruit and bean curd,PRINI,5,2013-12-27,2014-01-24,2014-01-02,1,60.26,Princesa Isabel Vinhos,Isabel de Castro,Sales Representative,Lisboa,Portugal,Steven Buchanan,Sales Manager,London,UK,2,Speedy Express,648.72,2013,12,4,6.0,True
10398,35,14.4,30,0.0,Steeleye Stout,24 - 12 oz bottles,1,False,Beverages,"Soft drinks, coffees, teas, beers, and ales",SAVEA,2,2013-12-30,2014-01-27,2014-01-09,3,89.16,Save-a-lot Markets,Jose Pavarotti,Sales Representative,Boise,USA,Andrew Fuller,Vice President Sales,New York,USA,0,Federal Shipping,432.0,2013,12,4,10.0,True
10398,55,19.2,120,0.1,Pâté chinois,24 boxes x 2 pies,6,False,Meat & Poultry,Prepared meats,SAVEA,2,2013-12-30,2014-01-27,2014-01-09,3,89.16,Save-a-lot Markets,Jose Pavarotti,Sales Representative,Boise,USA,Andrew Fuller,Vice President Sales,New York,USA,0,Federal Shipping,2073.6,2013,12,4,10.0,True
10399,68,10.0,60,0.0,Scottish Longbreads,10 boxes x 8 pieces,3,False,Confections,"Desserts, candies, and sweet breads",VAFFE,8,2013-12-31,2014-01-14,2014-01-08,3,27.36,Vaffeljernet,Palle Ibsen,Sales Manager,Århus,Denmark,Laura Callahan,Sales Manager,New York,USA,2,Federal Shipping,600.0,2013,12,4,8.0,True
10399,71,17.2,30,0.0,Flotemysost,10 - 500 g pkgs.,4,False,Dairy Products,Cheeses,VAFFE,8,2013-12-31,2014-01-14,2014-01-08,3,27.36,Vaffeljernet,Palle Ibsen,Sales Manager,Århus,Denmark,Laura Callahan,Sales Manager,New York,USA,2,Federal Shipping,516.0,2013,12,4,8.0,True
10399,76,14.4,35,0.0,Lakkaliköri,500 ml,1,False,Beverages,"Soft drinks, coffees, teas, beers, and ales",VAFFE,8,2013-12-31,2014-01-14,2014-01-08,3,27.36,Vaffeljernet,Palle Ibsen,Sales Manager,Århus,Denmark,Laura Callahan,Sales Manager,New York,USA,2,Federal Shipping,504.0,2013,12,4,8.0,True
10399,77,10.4,14,0.0,Original Frankfurter Grüne Soße,12 boxes,2,False,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",VAFFE,8,2013-12-31,2014-01-14,2014-01-08,3,27.36,Vaffeljernet,Palle Ibsen,Sales Manager,Århus,Denmark,Laura Callahan,Sales Manager,New York,USA,2,Federal Shipping,145.6,2013,12,4,8.0,True
10400,29,99.0,21,0.0,Thüringer Rostbratwurst,50 bags x 30 sausgs.,6,True,Meat & Poultry,Prepared meats,EASTC,1,2014-01-01,2014-01-29,2014-01-16,3,83.93,Eastern Connection,Ann Devon,Sales Agent,London,UK,Nancy Davolio,Sales Representative,New York,USA,8,Federal Shipping,2079.0,2014,1,1,15.0,True
10400,35,14.4,35,0.0,Steeleye Stout,24 - 12 oz bottles,1,False,Beverages,"Soft drinks, coffees, teas, beers, and ales",EASTC,1,2014-01-01,2014-01-29,2014-01-16,3,83.93,Eastern Connection,Ann Devon,Sales Agent,London,UK,Nancy Davolio,Sales Representative,New York,USA,8,Federal Shipping,504.0,2014,1,1,15.0,True
10400,49,16.0,30,0.0,Maxilaku,24 - 50 g pkgs.,3,False,Confections,"Desserts, candies, and sweet breads",EASTC,1,2014-01-01,2014-01-29,2014-01-16,3,83.93,Eastern Connection,Ann Devon,Sales Agent,London,UK,Nancy Davolio,Sales Representative,New York,USA,8,Federal Shipping,480.0,2014,1,1,15.0,True
10401,30,20.7,18,0.0,Nord-Ost Matjeshering,10 - 200 g glasses,8,False,Seafood,Seaweed and fish,RATTC,1,2014-01-01,2014-01-29,2014-01-10,1,12.51,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Albuquerque,USA,Nancy Davolio,Sales Representative,New York,USA,8,Speedy Express,372.6,2014,1,1,9.0,True
10401,56,30.4,70,0.0,Gnocchi di nonna Alice,24 - 250 g pkgs.,5,False,Grains & Cereals,"Breads, crackers, pasta, and cereal",RATTC,1,2014-01-01,2014-01-29,2014-01-10,1,12.51,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Albuquerque,USA,Nancy Davolio,Sales Representative,New York,USA,8,Speedy Express,2128.0,2014,1,1,9.0,True
10401,65,16.8,20,0.0,Louisiana Fiery Hot Pepper Sauce,32 - 8 oz bottles,2,False,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",RATTC,1,2014-01-01,2014-01-29,2014-01-10,1,12.51,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Albuquerque,USA,Nancy Davolio,Sales Representative,New York,USA,8,Speedy Express,336.0,2014,1,1,9.0,True
10401,71,17.2,60,0.0,Flotemysost,10 - 500 g pkgs.,4,False,Dairy Products,Cheeses,RATTC,1,2014-01-01,2014-01-29,2014-01-10,1,12.51,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Albuquerque,USA,Nancy Davolio,Sales Representative,New York,USA,8,Speedy Express,1032.0,2014,1,1,9.0,True
10402,23,7.2,60,0.0,Tunnbröd,12 - 250 g pkgs.,5,False,Grains & Cereals,"Breads, crackers, pasta, and cereal",ERNSH,8,2014-01-02,2014-02-13,2014-01-10,2,67.88,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Laura Callahan,Sales Manager,New York,USA,2,United Package,432.0,2014,1,1,8.0,True
10402,63,35.1,65,0.0,Vegie-spread,15 - 625 g jars,2,False,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",ERNSH,8,2014-01-02,2014-02-13,2014-01-10,2,67.88,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Laura Callahan,Sales Manager,New York,USA,2,United Package,2281.5,2014,1,1,8.0,True
10403,16,13.9,21,0.15,Pavlova,32 - 500 g boxes,3,False,Confections,"Desserts, candies, and sweet breads",ERNSH,4,2014-01-03,2014-01-31,2014-01-09,3,73.79,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Margaret Peacock,Sales Representative,New York,USA,8,Federal Shipping,248.12,2014,1,1,6.0,True
10403,48,10.2,70,0.15,Chocolade,10 pkgs.,3,False,Confections,"Desserts, candies, and sweet breads",ERNSH,4,2014-01-03,2014-01-31,2014-01-09,3,73.79,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Margaret Peacock,Sales Representative,New York,USA,8,Federal Shipping,606.9,2014,1,1,6.0,True
10404,26,24.9,30,0.05,Gumbär Gummibärchen,100 - 250 g bags,3,False,Confections,"Desserts, candies, and sweet breads",MAGAA,2,2014-01-03,2014-01-31,2014-01-08,1,155.97,Magazzini Alimentari Riuniti,Giovanni Rovelli,Marketing Manager,Bergamo,Italy,Andrew Fuller,Vice President Sales,New York,USA,0,Speedy Express,709.65,2014,1,1,5.0,True
10404,42,11.2,40,0.05,Singaporean Hokkien Fried Mee,32 - 1 kg pkgs.,5,True,Grains & Cereals,"Breads, crackers, pasta, and cereal",MAGAA,2,2014-01-03,2014-01-31,2014-01-08,1,155.97,Magazzini Alimentari Riuniti,Giovanni Rovelli,Marketing Manager,Bergamo,Italy,Andrew Fuller,Vice President Sales,New York,USA,0,Speedy Express,425.6,2014,1,1,5.0,True
10404,49,16.0,30,0.05,Maxilaku,24 - 50 g pkgs.,3,False,Confections,"Desserts, candies, and sweet breads",MAGAA,2,2014-01-03,2014-01-31,2014-01-08,1,155.97,Magazzini Alimentari Riuniti,Giovanni Rovelli,Marketing Manager,Bergamo,Italy,Andrew Fuller,Vice President Sales,New York,USA,0,Speedy Express,456.0,2014,1,1,5.0,True
10405,3,8.0,50,0.0,Aniseed Syrup,12 - 550 ml bottles,2,False,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",LINOD,1,2014-01-06,2014-02-03,2014-01-22,1,34.82,LINO-Delicateses,Felipe Izquierdo,Owner,I. de Margarita,Venezuela,Nancy Davolio,Sales Representative,New York,USA,8,Speedy Express,400.0,2014,1,1,16.0,True
10406,1,14.4,10,0.0,Chai,10 boxes x 20 bags,1,False,Beverages,"Soft drinks, coffees, teas, beers, and ales",QUEEN,7,2014-01-07,2014-02-18,2014-01-13,1,108.04,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,Sao Paulo,Brazil,Robert King,Sales Representative,London,UK,5,Speedy Express,144.0,2014,1,1,6.0,True
10406,21,8.0,30,0.1,Sir Rodney's Scones,24 pkgs. x 4 pieces,3,False,Confections,"Desserts, candies, and sweet breads",QUEEN,7,2014-01-07,2014-02-18,2014-01-13,1,108.04,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,Sao Paulo,Brazil,Robert King,Sales Representative,London,UK,5,Speedy Express,216.0,2014,1,1,6.0,True
10406,28,36.4,42,0.1,Rössle Sauerkraut,25 - 825 g cans,7,True,Produce,Dried fruit and bean curd,QUEEN,7,2014-01-07,2014-02-18,2014-01-13,1,108.04,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,Sao Paulo,Brazil,Robert King,Sales Representative,London,UK,5,Speedy Express,1375.92,2014,1,1,6.0,True
10406,36,15.2,5,0.1,Inlagd Sill,24 - 250 g  jars,8,False,Seafood,Seaweed and fish,QUEEN,7,2014-01-07,2014-02-18,2014-01-13,1,108.04,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,Sao Paulo,Brazil,Robert King,Sales Representative,London,UK,5,Speedy Express,68.4,2014,1,1,6.0,True
10406,40,14.7,2,0.1,Boston Crab Meat,24 - 4 oz tins,8,False,Seafood,Seaweed and fish,QUEEN,7,2014-01-07,2014-02-18,2014-01-13,1,108.04,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,Sao Paulo,Brazil,Robert King,Sales Representative,London,UK,5,Speedy Express,26.46,2014,1,1,6.0,True
10407,11,16.8,30,0.0,Queso Cabrales,1 kg pkg.,4,False,Dairy Products,Cheeses,OTTIK,2,2014-01-07,2014-02-04,2014-01-30,2,91.48,Ottilies Käseladen,Henriette Pfalzheim,Owner,Köln,Germany,Andrew Fuller,Vice President Sales,New York,USA,0,United Package,504.0,2014,1,1,23.0,True
10407,69,28.8,15,0.0,Gudbrandsdalsost,10 kg pkg.,4,False,Dairy Products,Cheeses,OTTIK,2,2014-01-07,2014-02-04,2014-01-30,2,91.48,Ottilies Käseladen,Henriette Pfalzheim,Owner,Köln,Germany,Andrew Fuller,Vice President Sales,New York,USA,0,United Package,432.0,2014,1,1,23.0,True
10407,71,17.2,15,0.0,Flotemysost,10 - 500 g pkgs.,4,False,Dairy Products,Cheeses,OTTIK,2,2014-01-07,2014-02-04,2014-01-30,2,91.48,Ottilies Käseladen,Henriette Pfalzheim,Owner,Köln,Germany,Andrew Fuller,Vice President Sales,New York,USA,0,United Package,258.0,2014,1,1,23.0,True
10408,37,20.8,10,0.0,Gravad lax,12 - 500 g pkgs.,8,False,Seafood,Seaweed and fish,FOLIG,8,2014-01-08,2014-02-05,2014-01-14,1,11.26,Folies gourmandes,Martine Rancé,Assistant Sales Agent,Lille,France,Laura Callahan,Sales Manager,New York,USA,2,Speedy Express,208.0,2014,1,1,6.0,True
10408,54,5.9,6,0.0,Tourtière,16 pies,6,False,Meat & Poultry,Prepared meats,FOLIG,8,2014-01-08,2014-02-05,2014-01-14,1,11.26,Folies gourmandes,Martine Rancé,Assistant Sales Agent,Lille,France,Laura Callahan,Sales Manager,New York,USA,2,Speedy Express,35.4,2014,1,1,6.0,True
10408,62,39.4,35,0.0,Tarte au sucre,48 pies,3,False,Confections,"Desserts, candies, and sweet breads",FOLIG,8,2014-01-08,2014-02-05,2014-01-14,1,11.26,Folies gourmandes,Martine Rancé,Assistant Sales Agent,Lille,France,Laura Callahan,Sales Manager,New York,USA,2,Speedy Express,1379.0,2014,1,1,6.0,True
10409,14,18.6,12,0.0,Tofu,40 - 100 g pkgs.,7,False,Produce,Dried fruit and bean curd,OCEAN,3,2014-01-09,2014-02-06,2014-01-14,1,29.83,Océano Atlántico Ltda.,Yvonne Moncada,Sales Agent,Buenos Aires,Argentina,Janet Leverling,Sales Representative,New York,USA,8,Speedy Express,223.2,2014,1,1,5.0,True
10409,21,8.0,12,0.0,Sir Rodney's Scones,24 pkgs. x 4 pieces,3,False,Confections,"Desserts, candies, and sweet breads",OCEAN,3,2014-01-09,2014-02-06,2014-01-14,1,29.83,Océano Atlántico Ltda.,Yvonne Moncada,Sales Agent,Buenos Aires,Argentina,Janet Leverling,Sales Representative,New York,USA,8,Speedy Express,96.0,2014,1,1,5.0,True
10410,33,2.0,49,0.0,Geitost,500 g,4,False,Dairy Products,Cheeses,BOTTM,3,2014-01-10,2014-02-07,2014-01-15,3,2.4,Bottom-Dollar Markets,Elizabeth Lincoln,Accounting Manager,Tsawassen,Canada,Janet Leverling,Sales Representative,New York,USA,8,Federal Shipping,98.0,2014,1,1,5.0,True
10410,59,44.0,16,0.0,Raclette Courdavault,5 kg pkg.,4,False,Dairy Products,Cheeses,BOTTM,3,2014-01-10,2014-02-07,2014-01-15,3,2.4,Bottom-Dollar Markets,Elizabeth Lincoln,Accounting Manager,Tsawassen,Canada,Janet Leverling,Sales Representative,New York,USA,8,Federal Shipping,704.0,2014,1,1,5.0,True
10411,41,7.7,25,0.2,Jack's New England Clam Chowder,12 - 12 oz cans,8,False,Seafood,Seaweed and fish,BOTTM,9,2014-01-10,2014-02-07,2014-01-21,3,23.65,Bottom-Dollar Markets,Elizabeth Lincoln,Accounting Manager,Tsawassen,Canada,Anne Dodsworth,Sales Representative,London,UK,5,Federal Shipping,154.0,2014,1,1,11.0,True
10411,44,15.5,40,0.2,Gula Malacca,20 - 2 kg bags,2,False,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",BOTTM,9,2014-01-10,2014-02-07,2014-01-21,3,23.65,Bottom-Dollar Markets,Elizabeth Lincoln,Accounting Manager,Tsawassen,Canada,Anne Dodsworth,Sales Representative,London,UK,5,Federal Shipping,496.0,2014,1,1,11.0,True
10411,59,44.0,9,0.2,Raclette Courdavault,5 kg pkg.,4,False,Dairy Products,Cheeses,BOTTM,9,2014-01-10,2014-02-07,2014-01-21,3,23.65,Bottom-Dollar Markets,Elizabeth Lincoln,Accounting Manager,Tsawassen,Canada,Anne Dodsworth,Sales Representative,London,UK,5,Federal Shipping,316.8,2014,1,1,11.0,True
10412,14,18.6,20,0.1,Tofu,40 - 100 g pkgs.,7,False,Produce,Dried fruit and bean curd,WARTH,8,2014-01-13,2014-02-10,2014-01-15,2,3.77,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,Oulu,Finland,Laura Callahan,Sales Manager,New York,USA,2,United Package,334.8,2014,1,1,2.0,True
10413,1,14.4,24,0.0,Chai,10 boxes x 20 bags,1,False,Beverages,"Soft drinks, coffees, teas, beers, and ales",LAMAI,3,2014-01-14,2014-02-11,2014-01-16,2,95.66,La maison d'Asie,Annette Roulet,Sales Manager,Toulouse,France,Janet Leverling,Sales Representative,New York,USA,8,United Package,345.6,2014,1,1,2.0,True
10413,62,39.4,40,0.0,Tarte au sucre,48 pies,3,False,Confections,"Desserts, candies, and sweet breads",LAMAI,3,2014-01-14,2014-02-11,2014-01-16,2,95.66,La maison d'Asie,Annette Roulet,Sales Manager,Toulouse,France,Janet Leverling,Sales Representative,New York,USA,8,United Package,1576.0,2014,1,1,2.0,True
10413,76,14.4,14,0.0,Lakkaliköri,500 ml,1,False,Beverages,"Soft drinks, coffees, teas, beers, and ales",LAMAI,3,2014-01-14,2014-02-11,2014-01-16,2,95.66,La maison d'Asie,Annette Roulet,Sales Manager,Toulouse,France,Janet Leverling,Sales Representative,New York,USA,8,United Package,201.6,2014,1,1,2.0,True
10414,19,7.3,18,0.05,Teatime Chocolate Biscuits,10 boxes x 12 pieces,3,False,Confections,"Desserts, candies, and sweet breads",FAMIA,2,2014-01-14,2014-02-11,2014-01-17,3,21.48,Familia Arquibaldo,Aria Cruz,Marketing Assistant,Sao Paulo,Brazil,Andrew Fuller,Vice President Sales,New York,USA,0,Federal Shipping,124.83,2014,1,1,3.0,True
10414,33,2.0,50,0.0,Geitost,500 g,4,False,Dairy Products,Cheeses,FAMIA,2,2014-01-14,2014-02-11,2014-01-17,3,21.48,Familia Arquibaldo,Aria Cruz,Marketing Assistant,Sao Paulo,Brazil,Andrew Fuller,Vice President Sales,New York,USA,0,Federal Shipping,100.0,2014,1,1,3.0,True
10415,17,31.2,2,0.0,Alice Mutton,20 - 1 kg tins,6,True,Meat & Poultry,Prepared meats,HUNGC,3,2014-01-15,2014-02-12,2014-01-24,1,0.2,Hungry Coyote Import Store,Yoshi Latimer,Sales Representative,Elgin,USA,Janet Leverling,Sales Representative,New York,USA,8,Speedy Express,62.4,2014,1,1,9.0,True
10415,33,2.0,20,0.0,Geitost,500 g,4,False,Dairy Products,Cheeses,HUNGC,3,2014-01-15,2014-02-12,2014-01-24,1,0.2,Hungry Coyote Import Store,Yoshi Latimer,Sales Representative,Elgin,USA,Janet Leverling,Sales Representative,New York,USA,8,Speedy Express,40.0,2014,1,1,9.0,True
10416,19,7.3,20,0.0,Teatime Chocolate Biscuits,10 boxes x 12 pieces,3,False,Confections,"Desserts, candies, and sweet breads",WARTH,8,2014-01-16,2014-02-13,2014-01-27,3,22.72,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,Oulu,Finland,Laura Callahan,Sales Manager,New York,USA,2,Federal Shipping,146.0,2014,1,1,11.0,True
10416,53,26.2,10,0.0,Perth Pasties,48 pieces,6,True,Meat & Poultry,Prepared meats,WARTH,8,2014-01-16,2014-02-13,2014-01-27,3,22.72,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,Oulu,Finland,Laura Callahan,Sales Manager,New York,USA,2,Federal Shipping,262.0,2014,1,1,11.0,True
10416,57,15.6,20,0.0,Ravioli Angelo,24 - 250 g pkgs.,5,False,Grains & Cereals,"Breads, crackers, pasta, and cereal",WARTH,8,2014-01-16,2014-02-13,2014-01-27,3,22.72,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,Oulu,Finland,Laura Callahan,Sales Manager,New York,USA,2,Federal Shipping,312.0,2014,1,1,11.0,True
10417,38,210.8,50,0.0,Côte de Blaye,12 - 75 cl bottles,1,False,Beverages,"Soft drinks, coffees, teas, beers, and ales",SIMOB,4,2014-01-16,2014-02-13,2014-01-28,3,70.29,Simons bistro,Jytte Petersen,Owner,Kobenhavn,Denmark,Margaret Peacock,Sales Representative,New York,USA,8,Federal Shipping,10540.0,2014,1,1,12.0,True
10417,46,9.6,2,0.25,Spegesild,4 - 450 g glasses,8,False,Seafood,Seaweed and fish,SIMOB,4,2014-01-16,2014-02-13,2014-01-28,3,70.29,Simons bistro,Jytte Petersen,Owner,Kobenhavn,Denmark,Margaret Peacock,Sales Representative,New York,USA,8,Federal Shipping,14.4,2014,1,1,12.0,True
10417,68,10.0,36,0.25,Scottish Longbreads,10 boxes x 8 pieces,3,False,Confections,"Desserts, candies, and sweet breads",SIMOB,4,2014-01-16,2014-02-13,2014-01-28,3,70.29,Simons bistro,Jytte Petersen,Owner,Kobenhavn,Denmark,Margaret Peacock,Sales Representative,New York,USA,8,Federal Shipping,270.0,2014,1,1,12.0,True
10417,77,10.4,35,0.0,Original Frankfurter Grüne Soße,12 boxes,2,False,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",SIMOB,4,2014-01-16,2014-02-13,2014-01-28,3,70.29,Simons bistro,Jytte Petersen,Owner,Kobenhavn,Denmark,Margaret Peacock,Sales Representative,New York,USA,8,Federal Shipping,364.0,2014,1,1,12.0,True
10418,2,15.2,60,0.0,Chang,24 - 12 oz bottles,1,False,Beverages,"Soft drinks, coffees, teas, beers, and ales",QUICK,4,2014-01-17,2014-02-14,2014-01-24,1,17.55,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,Margaret Peacock,Sales Representative,New York,USA,8,Speedy Express,912.0,2014,1,1,7.0,True
10418,47,7.6,55,0.0,Zaanse koeken,10 - 4 oz boxes,3,False,Confections,"Desserts, candies, and sweet breads",QUICK,4,2014-01-17,2014-02-14,2014-01-24,1,17.55,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,Margaret Peacock,Sales Representative,New York,USA,8,Speedy Express,418.0,2014,1,1,7.0,True
10418,61,22.8,16,0.0,Sirop d'érable,24 - 500 ml bottles,2,False,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",QUICK,4,2014-01-17,2014-02-14,2014-01-24,1,17.55,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,Margaret Peacock,Sales Representative,New York,USA,8,Speedy Express,364.8,2014,1,1,7.0,True
10418,74,8.0,15,0.0,Longlife Tofu,5 kg pkg.,7,False,Produce,Dried fruit and bean curd,QUICK,4,2014-01-17,2014-02-14,2014-01-24,1,17.55,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,Margaret Peacock,Sales Representative,New York,USA,8,Speedy Express,120.0,2014,1,1,7.0,True
10419,60,27.2,60,0.05,Camembert Pierrot,15 - 300 g rounds,4,False,Dairy Products,Cheeses,RICSU,4,2014-01-20,2014-02-17,2014-01-30,2,137.35,Richter Supermarkt,Michael Holz,Sales Manager,Genève,Switzerland,Margaret Peacock,Sales Representative,New York,USA,8,United Package,1550.4,2014,1,1,10.0,True
10419,69,28.8,20,0.05,Gudbrandsdalsost,10 kg pkg.,4,False,Dairy Products,Cheeses,RICSU,4,2014-01-20,2014-02-17,2014-01-30,2,137.35,Richter Supermarkt,Michael Holz,Sales Manager,Genève,Switzerland,Margaret Peacock,Sales Representative,New York,USA,8,United Package,547.2,2014,1,1,10.0,True
10420,9,77.6,20,0.1,Mishi Kobe Niku,18 - 500 g pkgs.,6,True,Meat & Poultry,Prepared meats,WELLI,3,2014-01-21,2014-02-18,2014-01-27,1,44.12,Wellington Importadora,Paula Parente,Sales Manager,Resende,Brazil,Janet Leverling,Sales Representative,New York,USA,8,Speedy Express,1396.8,2014,1,1,6.0,True
10420,13,4.8,2,0.1,Konbu,2 kg box,8,False,Seafood,Seaweed and fish,WELLI,3,2014-01-21,2014-02-18,2014-01-27,1,44.12,Wellington Importadora,Paula Parente,Sales Manager,Resende,Brazil,Janet Leverling,Sales Representative,New York,USA,8,Speedy Express,8.64,2014,1,1,6.0,True
10420,70,12.0,8,0.1,Outback Lager,24 - 355 ml bottles,1,False,Beverages,"Soft drinks, coffees, teas, beers, and ales",WELLI,3,2014-01-21,2014-02-18,2014-01-27,1,44.12,Wellington Importadora,Paula Parente,Sales Manager,Resende,Brazil,Janet Leverling,Sales Representative,New York,USA,8,Speedy Express,86.4,2014,1,1,6.0,True
10420,73,12.0,20,0.1,Röd Kaviar,24 - 150 g jars,8,False,Seafood,Seaweed and fish,WELLI,3,2014-01-21,2014-02-18,2014-01-27,1,44.12,Wellington Importadora,Paula Parente,Sales Manager,Resende,Brazil,Janet Leverling,Sales Representative,New York,USA,8,Speedy Express,216.0,2014,1,1,6.0,True
10421,19,7.3,4,0.15,Teatime Chocolate Biscuits,10 boxes x 12 pieces,3,False,Confections,"Desserts, candies, and sweet breads",QUEDE,8,2014-01-21,2014-03-04,2014-01-27,1,99.23,Que Delícia,Bernardo Batista,Accounting Manager,Rio de Janeiro,Brazil,Laura Callahan,Sales Manager,New York,USA,2,Speedy Express,24.82,2014,1,1,6.0,True
10421,26,24.9,30,0.0,Gumbär Gummibärchen,100 - 250 g bags,3,False,Confections,"Desserts, candies, and sweet breads",QUEDE,8,2014-01-21,2014-03-04,2014-01-27,1,99.23,Que Delícia,Bernardo Batista,Accounting Manager,Rio de Janeiro,Brazil,Laura Callahan,Sales Manager,New York,USA,2,Speedy Express,747.0,2014,1,1,6.0,True
10421,53,26.2,15,0.15,Perth Pasties,48 pieces,6,True,Meat & Poultry,Prepared meats,QUEDE,8,2014-01-21,2014-03-04,2014-01-27,1,99.23,Que Delícia,Bernardo Batista,Accounting Manager,Rio de Janeiro,Brazil,Laura Callahan,Sales Manager,New York,USA,2,Speedy Express,334.05,2014,1,1,6.0,True
